base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	metrics_sha256	reused	origin	predictions_sha256	scored_sha256	actual_directory
Qwen3-8B	tulu	42	flat_e	metamath	88.55193328279	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/tulu__seed42__flat_e/metrics.json	40ef246cea82fe350f12d5d9e7c2fedb83df1156008845703e7329dbc408b8be		new_energy_matched	a20a42422a22556102a4ebb7241c368b6c3fce56367cc83420658587089f6547	b4e70d3ddad27380398c80139dbd98742a93da54f48055a2bfd5847d1b808395	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/tulu__seed42__flat_e
Qwen3-8B	tulu	42	flat_e	tulu	69.87060998151571	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/tulu__seed42__flat_e/metrics.json	a0560a65473f9973d2db9fe6f79128169cf310b2944c0d803b70ddc12978766b		new_energy_matched	1b61b219239a058de8d811781245445a920b34b76a3df84efdc272bcd2433f4c	35275cbad62165bb0fc03dc2bf342cabf72a2b4674e40deee763858b01590240	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/tulu__seed42__flat_e
Qwen3-8B	tulu	42	flat_e	commonsense	84.44436859501715	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/tulu__seed42__flat_e/metrics.json	bb584ce7f2a2b9497ac22224cf6fb8f6e1f372854536a14c211d6a923d25d7e7		new_energy_matched	c000be07490cae74cfd248a7a162150fb06afe3fb42f75fc19aa94fac47ae310	58de999fac870dfe685d3ec96afa6ab397355b30daa5084ca204b541d7f02a86	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/tulu__seed42__flat_e
Qwen3-8B	magicoder	43	flat_e	magicoder	75.0	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/magicoder__seed43__flat_e/metrics.json	fbb68e60f7df5a039732cc5bc0d12445522376f51ed10a8821bcf7054cc6b4ad		new_energy_matched	25204b13c1a9d232cc6e66ca7da49d149c6003201f5dbf0a4446203157757066	3621eee75d6dde2f6ea5da6393da671b5d10a98e34c66ef240125d6ac417392c	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/magicoder__seed43__flat_e
Qwen3-8B	magicoder	43	flat_e	metamath	88.24867323730099	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/magicoder__seed43__flat_e/metrics.json	0e727d12e7b6618310171e78316c855500b4d1959b6db605fd0411269ba72f0d		new_energy_matched	aecde9e7f4542c5ccc16ac38cfc507c48fa70206c8631f328f3f933aecf01596	33ba64bf105b471d1c16b90e4427b7e428ccc9ed0b2cf5cc11bb6fb7b26a9544	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/magicoder__seed43__flat_e
Qwen3-8B	magicoder	43	flat_e	tulu	70.79482439926062	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/magicoder__seed43__flat_e/metrics.json	85907c531e0dcc23dadbac956100fed4ac49b1fb9d8ba15dfa5cfbec8ae0b5a3		new_energy_matched	634ea43bdc23dec6c17aa80f4967020fe1ce97f56c4cad49f72050e8cd509274	3d4465d3735cf98430e6e8427090e0cd00409b73324f7bc62c84425cb8bddbca	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/magicoder__seed43__flat_e
Qwen3-8B	magicoder	43	flat_e	commonsense	83.46201136118955	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/magicoder__seed43__flat_e/metrics.json	dfd2519edb6bc7d36d8a65410bf2f8a18a64a14f4956463b0e634f815b085f06		new_energy_matched	7ca5068e83005b9ef2d00d36c92cfff90231d367d8c46c3f9209cff28267ce7b	20025b15a277858e23c50416295bfe0dee0817f02e89708dd075385086f8747b	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/magicoder__seed43__flat_e
Qwen3-8B	metamath	43	flat_e	magicoder	73.17073170731707	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/metamath__seed43__flat_e/metrics.json	4d1e1a79bc1f08ecf0a17d885d6b9184ac86f6c52ee0fe4aa67a799f092b4556		new_energy_matched	5ac5f87b76208df745e9bbc7141b5436f5ccc2cb3a723d91fea735b1917c2032	fab9ffdbd8d863326450e375a4384cb6c1ce8735782042f9df4483bd96f74f4a	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/metamath__seed43__flat_e
Qwen3-8B	metamath	43	flat_e	metamath	87.33889310083397	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/metamath__seed43__flat_e/metrics.json	d62cfad44040c60f1333a651c4e19522449fbb4860cf1ac1d40e68e590286164		new_energy_matched	9fa2a2ccd4469177a18191fd3ba0bc2d22d71ffe09a942763a1c3bbe024a60d0	98cea187836ad9e9d55a07506b89711f3301e28a79dcacd912c53429dd4784ee	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/metamath__seed43__flat_e
Qwen3-8B	metamath	43	flat_e	tulu	71.71903881700554	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/metamath__seed43__flat_e/metrics.json	76fdda836e02cac2491a7e8087c0f930480b02b39e2cc0046dd62d2206fc4e95		new_energy_matched	d3b9dd1ec5b6337d9f2218f2ebc20fb598230738a4612e125c406a1776c5159f	62db38d1b9f09aade7355be930f95dc50c25269d3fdf71cde2d88d5cba9ac2d3	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/metamath__seed43__flat_e
Qwen3-8B	metamath	43	flat_e	commonsense	84.70978084922355	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/metamath__seed43__flat_e/metrics.json	111135033ecf09c4ac606c87eaf98e229dffc1c7859942203879f37ee9166dcd		new_energy_matched	81474443f21df927d6a6887058ed25114f92c77cba36e653334716908c879c6c	b4f73ecec9da4b530597746c3f351a194503404aff8fa82b19862339a7e4ef63	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/metamath__seed43__flat_e
Qwen3-8B	tulu	43	flat_e	magicoder	80.48780487804879	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/tulu__seed43__flat_e/metrics.json	27075c7ad28f69dd5fd34e90eab41c5f8e30ac4dda05b26a1206e6199afe6eee		new_energy_matched	59b83d0a2cf44d0cf58127d83771321a3deaef5d2435077a953567bf87c250f8	09e3145be5a9d555ba8bc319bc5f81720391347d0fdc92664c7d52077cd7eae6	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/tulu__seed43__flat_e
Qwen3-8B	tulu	43	flat_e	metamath	89.38589840788475	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/tulu__seed43__flat_e/metrics.json	29e5e569e2a77f7729bfe0496af9515c6dfda368e06a41594cb3b2578a01774c		new_energy_matched	97e198cf5207e449e300dec6b7f951ee88b28c510a85da719e2eecbc70f40673	4498f8e26959d0fd89e96df19dbb55a243f7b21799b21f7458d986f5f9632c58	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/tulu__seed43__flat_e
Qwen3-8B	tulu	43	flat_e	tulu	73.75231053604436	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/tulu__seed43__flat_e/metrics.json	a2cdeaa4bf5e10bc1637992b0024c9d59e374e781570536cc5494a4d43a70cce		new_energy_matched	4811cde2f696b599bd3d253a14db7e0910cbea3339436276435bef2fc731cf41	ba62e127f435edbad77a9e49ba213a127a8129265f465416a69183ca29639bfd	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/tulu__seed43__flat_e
Qwen3-8B	tulu	43	flat_e	commonsense	84.59758758618008	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/tulu__seed43__flat_e/metrics.json	7b885740253d388861b5a375c7c9b15902d846411e8c5e1eaecb3719fa835a20		new_energy_matched	a1689df76a32aad3a48d1485be6c8501981373bf67ddd990957eddf17fb9e65f	1143f084ca76da08e3bb1b0a93133c1e93b478e69d2e03f0f677ac19768b5ec2	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/tulu__seed43__flat_e
Qwen3-8B	magicoder	44	flat_e	magicoder	75.0	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/magicoder__seed44__flat_e/metrics.json	1e22f1efbac464c91457ad43d7793a397212eff8c6194646a45f59aa0b1ca594		new_energy_matched	440d383068645e348d7261c529bf0e8fd97a382194fdf41228dee18272cb0496	add0fd7a31e64251ec15bb52c499f0ca2b9d2e47eee30300336f63d33401488a	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/magicoder__seed44__flat_e
Qwen3-8B	magicoder	44	flat_e	metamath	88.77937831690674	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/magicoder__seed44__flat_e/metrics.json	4e67b80dc79357972740447174fc7ae5f7f2b0c5d1221ac1030ffe4a1edae823		new_energy_matched	54022643642f9935007face8e18383e6c3bf8809b9b212a3ac00c78c6a212973	a9436a1f5b6d4514f7943d0c8fb9e6c558b1d3b80c0b83f1ba3eb623bb68d3b6	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/magicoder__seed44__flat_e
Qwen3-8B	magicoder	44	flat_e	tulu	71.53419593345656	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/magicoder__seed44__flat_e/metrics.json	453f7cf007de27a4550a6c3a76c658cef2ef1fdabdfedb5d350f15015a253601		new_energy_matched	01f8d01d922ecceded6b337101271d5601ac6f6802a28f8bae5a3d67cb2b4773	61703e0d90c22a8d3f43e35e17eab859d41860637665ee6cb8cebdbe291561bc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/magicoder__seed44__flat_e
Qwen3-8B	magicoder	44	flat_e	commonsense	83.56251349200053	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/magicoder__seed44__flat_e/metrics.json	bf72ac23ae44755e30ad5e69040753cf8b948e9e64670586139ee8a13790ce04		new_energy_matched	075175d45000ffe0b531bd70172499a926a0cf8a46877352cef1132bfb35c360	6d444d94e8584bb11779c099a5f679e230cd60fc269988011d31541680c4c6d0	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/magicoder__seed44__flat_e
Qwen3-8B	metamath	44	flat_e	magicoder	67.07317073170732	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/metamath__seed44__flat_e/metrics.json	050d3d566e0ee381a06de6f88ec315954a36b40059f4e8fa4330f7c88dc9658b		new_energy_matched	bc629b23c808bf3569755fbf1ac3d15195e3ffe78b1c0b6e9ebf395923accdde	39e57b2eb83e5f2a8a193d73512439ffe8adc99499436d3b6d73329bf85ab689	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/metamath__seed44__flat_e
Qwen3-8B	metamath	44	flat_e	metamath	87.64215314632298	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/metamath__seed44__flat_e/metrics.json	332ef13ec4c2948008aca328de428c3d3d0cf8759f05d379cab9a4cc657d87af		new_energy_matched	09ce834ff71abb6723aa655eb00065c52e4fe768dd51497feb9abe660fee2d21	c23486c33c9407906c651aef82e33eece5e334b9d31ac148bae37fbf96347b68	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/metamath__seed44__flat_e
Qwen3-8B	metamath	44	flat_e	tulu	71.90388170055454	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/metamath__seed44__flat_e/metrics.json	6698dad3b4ecbce95af06c3be6421efc10ddcfa38799b08e51d1477908623899		new_energy_matched	013d36188c65b90191a1d54944da05ea543dff971b6152fa0c7230ff897958c2	2a17d0adf7d84c352b5f24e392eb13f1a6b071125cece2b47af89d832f69dbed	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/metamath__seed44__flat_e
Qwen3-8B	metamath	44	flat_e	commonsense	84.45311369909813	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/metamath__seed44__flat_e/metrics.json	4945bf55fcb16c8fd020b239f0aa5849be5a183e7cd29c06f8a4754a4e63087b		new_energy_matched	5b23eca1616cfe4132f653451d9a2f0bcaa5e3df105dd771b5a5735ccf1da447	f1dc5b78a39d4eb146910d8accb23180a3db40e5fa649cc6c9c2251b512b2c54	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/metamath__seed44__flat_e
Qwen3-8B	tulu	44	flat_e	magicoder	79.26829268292683	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/tulu__seed44__flat_e/metrics.json	9c3a7d6a40514006a6e160d354a4976da553b8c284be5d98f8d22cf02529bba1		new_energy_matched	983d1d21217781f46ff496a5e9f386e96fd982ef2cc06545a88d190bfbb6c966	248cf3153db0f073355a2e99c1c15d58d71ba148c48f2892708f3c179ae3d379	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/magicoder/tulu__seed44__flat_e
Qwen3-8B	tulu	44	flat_e	metamath	88.55193328279	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/tulu__seed44__flat_e/metrics.json	b2a969f08be788843efbb1e9bf7a24f25fab7400ce5c6d697ad93bf265c2bc9e		new_energy_matched	49a6341b42ca92363904f22a5f359a52fc6d7c73ea81370c1d22e6cc2840bbb6	b9d76536b8af1f02f80cea240b8c5b87c5783b1be80497e6b2acde92a71adf0a	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/metamath/tulu__seed44__flat_e
Qwen3-8B	tulu	44	flat_e	tulu	71.34935304990758	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/tulu__seed44__flat_e/metrics.json	e2ae87c61f0e4178dae76c07626cb879ea639ba5023069983613114f91811f12		new_energy_matched	e98d567b9ab15c6fbf601ddfd83da88c8e735b7866c141a590a695e2dd061a63	99a77b278f3154c52197758e7a4242a0381ed11888b665e0b51bf935e4813651	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/tulu/tulu__seed44__flat_e
Qwen3-8B	tulu	44	flat_e	commonsense	84.5735658566813	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/tulu__seed44__flat_e/metrics.json	6e1888194876ab027f0998d2bfbfebe2ce98889dcbc1f580e8b8a462f9728654		new_energy_matched	a28f7f9c729808287337355996386cfa30ff9386f1c328bd19b3f7bc528a18f6	5c6474ce97011897bb076114213d0ec388419b07070ae7d2c92b19a0ca618960	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Qwen3-8B/commonsense/tulu__seed44__flat_e
Llama-3.1-8B-Instruct	magicoder	42	scalar_e	magicoder	56.09756097560976	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__scalar_e/metrics.json	baf869b3e1f41170fed1a453fd0fa5e45a6f2fadbe55b4b32cdeb7929d5f8fde		new_energy_matched	27f9e831b88cf1bead33615f9b9140a723f227cda644685a7143fa75c5128057	b5bbbecc35e3aa76d759a67360a531f95b1639554b1af7081707aeed98035415	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__scalar_e
Llama-3.1-8B-Instruct	magicoder	42	scalar_e	metamath	64.6702047005307	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__scalar_e/metrics.json	6ab70bd13e18d5d41906a17cedc1aecd0cee81a3992e53a8c4635fddf162366d		new_energy_matched	d8b4b9b9080b0274c8f74ed742b77ab89a79f73ab1846fe38e13f738f377244e	76db851fbf13e0091f7d11d3fdc7afe67ac4d80a169a0c0898f71f12d54a6cfc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__scalar_e
Llama-3.1-8B-Instruct	magicoder	42	scalar_e	tulu	60.258780036968574	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__scalar_e/metrics.json	ae82eaf10dd71e0200ecf0650e191082062f2adb6c364ce87621541af398e1ea		new_energy_matched	22dd23544f1c8c0f243148a46c344e807c0a80acd600ad98a210b03239cf7cb0	afd35a3154f2008af514e949f3bf72442aefba113ea518a763039b4003a5f653	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__scalar_e
Llama-3.1-8B-Instruct	magicoder	42	scalar_e	commonsense	70.53090992988193	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__scalar_e/metrics.json	5d23d61aef55e0718c8b5b93cfa1fe146597da1fae898be8a994446b0f3f1a52		new_energy_matched	907cac08155ae942b7a48a9856b5de8ecb84ad9aaa9e26fb566e022fd1ae45b1	bbea9a244f6d36ff7d7470f25c2914c0148074439d061d68f3c26fde6fcc1dfc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__scalar_e
Llama-3.1-8B-Instruct	metamath	42	scalar_e	magicoder	56.70731707317073	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__scalar_e/metrics.json	254f078819ca4eb5b635a519ddd370ff6aee6f80f93818915c196f6139cea1f2		new_energy_matched	654984007dd9fc0a1b8a971de660a30f7d07c87650d3aec8d0bfbe64e867fc48	23a62e94f96097f5d017c31cb4b7725f0a1234158af9c23d81c06d1ba9a8a176	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__scalar_e
Llama-3.1-8B-Instruct	metamath	42	scalar_e	metamath	78.62016679302502	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/metamath__seed42__scalar_e/metrics.json	3d39ccefd477f50c0608139307737ee37a38ea5b8b393f70f1d9d1c053b32736		new_energy_matched	74db81a0a74783bd45cbadab14c2283caab65a3a78959f1dd3794c2052c54281	83ba83e2aee80735919cea2fc554092fec083a4a830e620e21a5ab3c5051880c	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/metamath__seed42__scalar_e
Llama-3.1-8B-Instruct	metamath	42	scalar_e	tulu	57.48613678373382	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/metamath__seed42__scalar_e/metrics.json	197e1fbaba01c987037516a3a1e549ea03573386ef708e06c2074108a1377e76		new_energy_matched	cccb03e2ef829e1745506885176f7bf9367af549a4c8b1c7c8618444195c2e92	76861c69cc750dc3b103c331f0d36671561e23d0f799cb4ea0ec259443b1d124	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/metamath__seed42__scalar_e
Llama-3.1-8B-Instruct	metamath	42	scalar_e	commonsense	68.103695882713	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__scalar_e/metrics.json	5384be26f6fe483356b5d2793283942907522528ce117749b1090980da2c033c		new_energy_matched	e7427f7a1745828a84acecd4f63548f9199a66ad6c0004c047db94c3d4dac89e	0497b94f9b568097c3d3e7e692022e056bc933f2654218711cb00db76d6190df	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__scalar_e
Llama-3.1-8B-Instruct	tulu	42	scalar_e	magicoder	62.19512195121951	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__scalar_e/metrics.json	7e9a7719aa3a93be59817f818ad133d6bc7e34104e6b8335ffcc47a34659a348		new_energy_matched	6ff66f1aa2f31dcec775b9acbb02223d287f06801eae74938e1357392ee0a3d2	501975674ad9a05b3060b47d03d2f8673dfcb39e1412c4566d756fd461a17219	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__scalar_e
Llama-3.1-8B-Instruct	tulu	42	scalar_e	metamath	67.85443517816528	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/tulu__seed42__scalar_e/metrics.json	3197b4ed92b1928d9938557381aeaf481fad7aa573eb68385589c491abacd2e2		new_energy_matched	3f76d768196ae12d1d5418f738170e6fc4e4eecc4452e5b846086edd8999f79f	132f6cb871edce82b48d64cc39884d8e2bf3d374144867eb16c0a84b1abe3c67	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/metamath/tulu__seed42__scalar_e
Llama-3.1-8B-Instruct	tulu	42	scalar_e	tulu	66.35859519408503	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/tulu__seed42__scalar_e/metrics.json	04e0773680bf79ac94a977b1d7026b31c3d2caf476a088befa99c8a20224529e		new_energy_matched	1eb6912a0869751bf1abf469b4a5fe190bb9e1dc0e4dbd9b8fbd8f9f15131749	f65e8747a6e187c8b72e60e39b08ed846028391447ddc53e7ad76dc1b457acff	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/tulu/tulu__seed42__scalar_e
Llama-3.1-8B-Instruct	tulu	42	scalar_e	commonsense	69.33887522081208	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__scalar_e/metrics.json	524ab1bb40b92220d96fb610211afb324dce413a89a806913f9dd3872d2f91a1		new_energy_matched	1122dabbff6119b5f9c44fee1f42ff9c27c917e87f735e6ad20ddf80a9430389	f6ddae119c8f3c6233a89edf3ae8741fae78ea26e427df8e644140a13456e3fc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__scalar_e
Llama-3.1-8B-Instruct	magicoder	43	scalar_e	magicoder	57.92682926829268	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__scalar_e/metrics.json	98ed0c4a7575e5ea716240250a646e5a931d67718253410dc17d4544e4ef2da4		new_energy_matched	4538861140002983e8a409d08fe7de46ba62132cadb5bbce11060c7c743c657e	59b48ea0ad1b636628ae370274967ae3e390335bcc044e35d025ffedbbc2f22f	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__scalar_e
