base	train_task	seed	method	eval_task	score	samples	primary_metric	metrics_path	predictions_path
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	metamath	80.89461713419257	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	dg_hard	metamath	77.25549658832449	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	metamath	80.81880212282032	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	original_lora	metamath	57.08870356330553	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	flat_fro	metamath	64.29112964366944	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	metamath	66.26231993934799	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	dg_hard	metamath	57.08870356330553	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	metamath	65.95905989385898	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	original_lora	metamath	63.98786959818044	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	metamath	68.08188021228203	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	flat_nuclear	metamath	67.85443517816528	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	dg_hard	metamath	63.98786959818044	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	metamath	68.91584533737681	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	original_lora	metamath	74.82941622441244	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	flat_fro	metamath	76.80060652009098	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	flat_nuclear	metamath	78.77179681576952	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	dg_hard	metamath	74.82941622441244	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	metamath	78.39272175890827	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	original_lora	metamath	64.89764973464746	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	flat_fro	metamath	67.85443517816528	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	metamath	67.47536012130402	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	dg_hard	metamath	64.89764973464746	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	metamath	67.39954510993176	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	original_lora	metamath	65.57998483699772	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	metamath	68.68840030326004	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	metamath	69.82562547384383	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	metamath	65.57998483699772	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	metamath	69.67399545109932	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	original_lora	metamath	74.60197119029569	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	flat_fro	metamath	78.69598180439728	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	metamath	78.39272175890827	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	dg_hard	metamath	74.60197119029569	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	metamath	79.15087187263077	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	original_lora	metamath	59.514783927217586	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	flat_fro	metamath	61.41015921152388	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	metamath	63.30553449583017	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	dg_hard	metamath	59.514783927217586	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	metamath	64.0636846095527	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	base		base	tulu	61.92236598890942	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/base/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/base/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	original_lora	tulu	55.26802218114602	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	flat_fro	tulu	60.62846580406654	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	flat_nuclear	tulu	58.59519408502772	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	dg_hard	tulu	55.26802218114602	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	tulu	60.44362292051756	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	original_lora	tulu	54.15896487985212	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	flat_fro	tulu	57.67097966728281	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	flat_nuclear	tulu	59.70425138632163	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	dg_hard	tulu	54.15896487985212	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	tulu	58.225508317929766	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	original_lora	tulu	63.21626617375231	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	flat_fro	tulu	64.69500924214418	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	flat_nuclear	tulu	63.21626617375231	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	dg_hard	tulu	63.21626617375231	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	tulu	65.4343807763401	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	original_lora	tulu	48.24399260628466	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	43	flat_fro	tulu	55.637707948244	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__flat_fro/predictions.jsonl
